feature_1,feature_2,correlation,absolute_correlation,above_0p8
Exercise_Frequency_Per_Week,Outdoor_Time_Hours,0.4739397977092796,0.4739397977092796,False
Stress_Level,Energy_Level_Score,-0.4731796272029014,0.4731796272029014,False
Fatigue_Level_Score,Healthy_Aging_Score,-0.47150763698987125,0.47150763698987125,False
Sleep_Quality_Score,Anxiety_Score,-0.4713510562219838,0.4713510562219838,False
Exercise_Frequency_Per_Week,Healthy_Aging_Score,0.4664213518152046,0.4664213518152046,False
Anxiety_Score,Healthy_Aging_Score,-0.4603280657745372,0.4603280657745372,False
Systolic_BP,Healthy_Aging_Score,-0.4472575768247554,0.4472575768247554,False
Daily_Steps,Energy_Level_Score,0.44639992502149156,0.44639992502149156,False
Depression_Risk_Score,Healthy_Aging_Score,-0.4362124103383054,0.4362124103383054,False
Stress_Level,Health_Score,-0.4345904414732721,0.4345904414732721,False
Fatigue_Level_Score,Life_Satisfaction_Score,-0.4313449936265352,0.4313449936265352,False
Fatigue_Level_Score,Focus_Concentration_Score,-0.42692401450348527,0.42692401450348527,False
Daily_Steps,Healthy_Aging_Score,0.4253204683949123,0.4253204683949123,False
Sleep_Quality_Score,Focus_Concentration_Score,0.4243370438056114,0.4243370438056114,False
Stress_Level,Fatigue_Level_Score,0.42431558929896457,0.42431558929896457,False
Life_Satisfaction_Score,Healthy_Aging_Score,0.4217263456559949,0.4217263456559949,False
Exercise_Frequency_Per_Week,Immune_Health_Score,0.41593185821941453,0.41593185821941453,False
Daily_Steps,Daily_Calorie_Intake,0.41100868575157534,0.41100868575157534,False
Social_Interaction_Score,Life_Satisfaction_Score,0.4097671997059861,0.4097671997059861,False
Weight_kg,Healthy_Aging_Score,-0.40502669823969883,0.40502669823969883,False
Sleep_Quality_Score,Healthy_Aging_Score,0.4005752374554093,0.4005752374554093,False
Sleep_Quality_Score,Stress_Level,-0.39825390922700826,0.39825390922700826,False
Weight_kg,Health_Score,-0.395228036979934,0.395228036979934,False
Exercise_Frequency_Per_Week,Resting_Heart_Rate,-0.38861864576417565,0.38861864576417565,False
Daily_Steps,Outdoor_Time_Hours,0.3867261091941506,0.3867261091941506,False
Mood_Score,Focus_Concentration_Score,0.3805683233223716,0.3805683233223716,False
Focus_Concentration_Score,Health_Score,0.3802591255771653,0.3802591255771653,False
Age,Cholesterol_Level,0.3798758217300421,0.3798758217300421,False
Diastolic_BP,Healthy_Aging_Score,-0.3739366403796431,0.3739366403796431,False
Age,Healthy_Aging_Score,-0.3688722816334904,0.3688722816334904,False
Water_Intake_Liters,Health_Score,0.3685388847487263,0.3685388847487263,False
Energy_Level_Score,Focus_Concentration_Score,0.3675339940072796,0.3675339940072796,False
Stress_Level,Healthy_Aging_Score,-0.3672187822490701,0.3672187822490701,False
Water_Intake_Liters,Energy_Level_Score,0.3637683758939924,0.3637683758939924,False
Exercise_Frequency_Per_Week,Fatigue_Level_Score,-0.3628620359850375,0.3628620359850375,False
Social_Interaction_Score,Depression_Risk_Score,-0.3566811302302596,0.3566811302302596,False
Cholesterol_Level,Healthy_Aging_Score,-0.35528985836310656,0.35528985836310656,False
Daily_Steps,Immune_Health_Score,0.35394454279009296,0.35394454279009296,False
Exercise_Frequency_Per_Week,Life_Satisfaction_Score,0.3496276554030129,0.3496276554030129,False
Anxiety_Score,Focus_Concentration_Score,-0.34912137830078405,0.34912137830078405,False
Sleep_Quality_Score,Life_Satisfaction_Score,0.34875652101433796,0.34875652101433796,False
Immune_Health_Score,Health_Score,0.34820236362707035,0.34820236362707035,False
Water_Intake_Liters,Protein_Intake_Grams,0.34555432617922394,0.34555432617922394,False
Screen_Time_Before_Bed_Hours,Focus_Concentration_Score,-0.33133592766300773,0.33133592766300773,False
Immune_Health_Score,Healthy_Aging_Score,0.33111458451742803,0.33111458451742803,False
Focus_Concentration_Score,Healthy_Aging_Score,0.3260194399347912,0.3260194399347912,False
Resting_Heart_Rate,Healthy_Aging_Score,-0.32242645834352696,0.32242645834352696,False
Water_Intake_Liters,Immune_Health_Score,0.32171715674820633,0.32171715674820633,False
BMI,Daily_Calorie_Intake,0.3209880303234276,0.3209880303234276,False
Protein_Intake_Grams,Health_Score,0.3199425150097277,0.3199425150097277,False
Daily_Steps,Resting_Heart_Rate,-0.31933063453062355,0.31933063453062355,False
Protein_Intake_Grams,Energy_Level_Score,0.31929710336859873,0.31929710336859873,False
Water_Intake_Liters,Healthy_Aging_Score,0.3169741267760326,0.3169741267760326,False
Fast_Food_Meals_Per_Week,Blood_Sugar_Level,0.31653497870829383,0.31653497870829383,False
Exercise_Frequency_Per_Week,Mood_Score,0.31556281688309007,0.31556281688309007,False
Resting_Heart_Rate,Immune_Health_Score,-0.3124299973209707,0.3124299973209707,False
Exercise_Frequency_Per_Week,Focus_Concentration_Score,0.3013368198713686,0.3013368198713686,False
Daily_Steps,Fatigue_Level_Score,-0.2982547999906025,0.2982547999906025,False
Depression_Risk_Score,Focus_Concentration_Score,-0.2979270367036269,0.2979270367036269,False
Blood_Sugar_Level,Healthy_Aging_Score,-0.2976695154624082,0.2976695154624082,False
Social_Interaction_Score,Mood_Score,0.29033004435250687,0.29033004435250687,False
Daily_Steps,Life_Satisfaction_Score,0.28575602944422385,0.28575602944422385,False
Sugary_Drinks_Per_Week,Blood_Sugar_Level,0.2835080385023509,0.2835080385023509,False
Fast_Food_Meals_Per_Week,Cholesterol_Level,0.2830930213501285,0.2830930213501285,False
Exercise_Frequency_Per_Week,Exercise_Duration_Minutes,0.28147039936799517,0.28147039936799517,False
Daily_Calorie_Intake,Protein_Intake_Grams,0.28020741475307775,0.28020741475307775,False
Daily_Calorie_Intake,Water_Intake_Liters,0.28003588575880883,0.28003588575880883,False
Resting_Heart_Rate,Health_Score,-0.2796448419314408,0.2796448419314408,False
Protein_Intake_Grams,Healthy_Aging_Score,0.2773414046839559,0.2773414046839559,False
Systolic_BP,Health_Score,-0.27343337432384257,0.27343337432384257,False
Protein_Intake_Grams,Outdoor_Time_Hours,0.27214309284636995,0.27214309284636995,False
Focus_Concentration_Score,Life_Satisfaction_Score,0.2718286793726939,0.2718286793726939,False
Water_Intake_Liters,Outdoor_Time_Hours,0.2707973048075153,0.2707973048075153,False
Weight_kg,Daily_Calorie_Intake,0.27037038561539123,0.27037038561539123,False
Daily_Calorie_Intake,Energy_Level_Score,0.2698576253114088,0.2698576253114088,False
Systolic_BP,Cholesterol_Level,0.2691055056744142,0.2691055056744142,False
Exercise_Frequency_Per_Week,Anxiety_Score,-0.26436277745930326,0.26436277745930326,False
Protein_Intake_Grams,Immune_Health_Score,0.26387371610934973,0.26387371610934973,False
BMI,Systolic_BP,0.2604725323250608,0.2604725323250608,False
Exercise_Frequency_Per_Week,Depression_Risk_Score,-0.2593109116924696,0.2593109116924696,False
Daily_Steps,Mood_Score,0.2577445293324007,0.2577445293324007,False
Cholesterol_Level,Health_Score,-0.2544300218153343,0.2544300218153343,False
Outdoor_Time_Hours,Energy_Level_Score,0.25429058970990204,0.25429058970990204,False
Daily_Steps,Focus_Concentration_Score,0.2537738527520861,0.2537738527520861,False
Outdoor_Time_Hours,Health_Score,0.2537388809654353,0.2537388809654353,False
Water_Intake_Liters,Fatigue_Level_Score,-0.24389599543028773,0.24389599543028773,False
Energy_Level_Score,Immune_Health_Score,0.24251562435795135,0.24251562435795135,False
Age,Blood_Sugar_Level,0.2401994843263947,0.2401994843263947,False
Age,Resting_Heart_Rate,0.2400938599316521,0.2400938599316521,False
Vegetable_Intake_Per_Day,Immune_Health_Score,0.23955381837704096,0.23955381837704096,False
Diastolic_BP,Health_Score,-0.2309102576573499,0.2309102576573499,False
Exercise_Duration_Minutes,Daily_Steps,0.2301440595803634,0.2301440595803634,False
Outdoor_Time_Hours,Healthy_Aging_Score,0.22758858916984123,0.22758858916984123,False
Daily_Calorie_Intake,Outdoor_Time_Hours,0.22638371522803377,0.22638371522803377,False
Protein_Intake_Grams,Resting_Heart_Rate,-0.22521799626081523,0.22521799626081523,False
Diastolic_BP,Cholesterol_Level,0.224404735703429,0.224404735703429,False
Water_Intake_Liters,Resting_Heart_Rate,-0.22433142549862722,0.22433142549862722,False
Stress_Level,Social_Interaction_Score,-0.22347978360284151,0.22347978360284151,False
Protein_Intake_Grams,Fatigue_Level_Score,-0.22094197279812158,0.22094197279812158,False
Daily_Steps,Anxiety_Score,-0.2194666187533957,0.2194666187533957,False
Weight_kg,Systolic_BP,0.21656024475821684,0.21656024475821684,False
Daily_Steps,Depression_Risk_Score,-0.21581670170485368,0.21581670170485368,False
BMI,Cholesterol_Level,0.20689897752263212,0.20689897752263212,False
Water_Intake_Liters,Life_Satisfaction_Score,0.2067254828145051,0.2067254828145051,False
BMI,Diastolic_BP,0.2064207599595314,0.2064207599595314,False
Protein_Intake_Grams,Life_Satisfaction_Score,0.20555496384991967,0.20555496384991967,False
Fast_Food_Meals_Per_Week,Healthy_Aging_Score,-0.20496270300726133,0.20496270300726133,False
Resting_Heart_Rate,Energy_Level_Score,-0.20474170869173022,0.20474170869173022,False
Cholesterol_Level,Blood_Sugar_Level,0.20417464768952004,0.20417464768952004,False
Fast_Food_Meals_Per_Week,Health_Score,-0.20145761832030737,0.20145761832030737,False
Daily_Calorie_Intake,Immune_Health_Score,0.19971498062431325,0.19971498062431325,False
Water_Intake_Liters,Focus_Concentration_Score,0.1994866306848207,0.1994866306848207,False
Sleep_Duration_Hours,Sleep_Quality_Score,0.19698087825668278,0.19698087825668278,False
Outdoor_Time_Hours,Resting_Heart_Rate,-0.19635174121420115,0.19635174121420115,False
Resting_Heart_Rate,Systolic_BP,0.19273750949808835,0.19273750949808835,False
Outdoor_Time_Hours,Immune_Health_Score,0.1920662690840461,0.1920662690840461,False
Protein_Intake_Grams,Mood_Score,0.18860461880826732,0.18860461880826732,False
Daily_Calorie_Intake,Fatigue_Level_Score,-0.18454367384686116,0.18454367384686116,False
BMI,Blood_Sugar_Level,0.1816113714612627,0.1816113714612627,False
Protein_Intake_Grams,Focus_Concentration_Score,0.18158944706935648,0.18158944706935648,False
Water_Intake_Liters,Mood_Score,0.18120309691557682,0.18120309691557682,False
Systolic_BP,Blood_Sugar_Level,0.1806643456829172,0.1806643456829172,False
Social_Interaction_Score,Anxiety_Score,-0.1803401044159891,0.1803401044159891,False
Weight_kg,Diastolic_BP,0.17730937995604643,0.17730937995604643,False
Sleep_Quality_Score,Number_of_Night_Awakenings,-0.175006899485324,0.175006899485324,False
Daily_Calorie_Intake,Resting_Heart_Rate,-0.1748166440511801,0.1748166440511801,False
Weight_kg,Cholesterol_Level,0.1734977026428814,0.1734977026428814,False
Stress_Level,Focus_Concentration_Score,-0.1726999032570009,0.1726999032570009,False
Fruit_Intake_Per_Day,Immune_Health_Score,0.16502624549862444,0.16502624549862444,False
Outdoor_Time_Hours,Fatigue_Level_Score,-0.16488703211320319,0.16488703211320319,False
Screen_Time_Before_Bed_Hours,Fatigue_Level_Score,0.16457804330479403,0.16457804330479403,False
Outdoor_Time_Hours,Life_Satisfaction_Score,0.16439578559248505,0.16439578559248505,False
Stress_Level,Systolic_BP,0.16438590253935495,0.16438590253935495,False
Daily_Calorie_Intake,Life_Satisfaction_Score,0.16399181929636036,0.16399181929636036,False
Exercise_Duration_Minutes,Protein_Intake_Grams,0.16360081572534546,0.16360081572534546,False
Resting_Heart_Rate,Diastolic_BP,0.1612328054976268,0.1612328054976268,False
Protein_Intake_Grams,Anxiety_Score,-0.16012805965441773,0.16012805965441773,False
Fatigue_Level_Score,Immune_Health_Score,-0.15966399197643188,0.15966399197643188,False
Daily_Calorie_Intake,Mood_Score,0.15667062863469605,0.15667062863469605,False
Water_Intake_Liters,Anxiety_Score,-0.154684265967478,0.154684265967478,False
Blood_Sugar_Level,Health_Score,-0.15357690205231847,0.15357690205231847,False
Exercise_Duration_Minutes,Water_Intake_Liters,0.15236016377562933,0.15236016377562933,False
Water_Intake_Liters,Depression_Risk_Score,-0.15222165532091586,0.15222165532091586,False
Protein_Intake_Grams,Depression_Risk_Score,-0.15050887662191675,0.15050887662191675,False
Outdoor_Time_Hours,Mood_Score,0.14917455442982364,0.14917455442982364,False
Resting_Heart_Rate,Cholesterol_Level,0.14745037794686724,0.14745037794686724,False
Immune_Health_Score,Focus_Concentration_Score,0.14743430603218652,0.14743430603218652,False
Stress_Level,Diastolic_BP,0.14712421888939967,0.14712421888939967,False
Weight_kg,Blood_Sugar_Level,0.14677891520155223,0.14677891520155223,False
Exercise_Duration_Minutes,Health_Score,0.14427135807934077,0.14427135807934077,False
Daily_Calorie_Intake,Focus_Concentration_Score,0.14334916853896085,0.14334916853896085,False
Exercise_Duration_Minutes,Energy_Level_Score,0.14196817474422346,0.14196817474422346,False
Immune_Health_Score,Life_Satisfaction_Score,0.14080422050268832,0.14080422050268832,False
Resting_Heart_Rate,Fatigue_Level_Score,0.13932414253616313,0.13932414253616313,False
Immune_Health_Score,Mood_Score,0.13780966524343516,0.13780966524343516,False
Diastolic_BP,Blood_Sugar_Level,0.13752925516836703,0.13752925516836703,False
Outdoor_Time_Hours,Focus_Concentration_Score,0.13626186603882112,0.13626186603882112,False
Exercise_Duration_Minutes,Immune_Health_Score,0.1335705316457772,0.1335705316457772,False
Age,Health_Score,-0.13322279924835834,0.13322279924835834,False
Exercise_Duration_Minutes,Healthy_Aging_Score,0.12981236359787796,0.12981236359787796,False
Outdoor_Time_Hours,Anxiety_Score,-0.1296799745714151,0.1296799745714151,False
Outdoor_Time_Hours,Depression_Risk_Score,-0.12854921831134541,0.12854921831134541,False
Exercise_Duration_Minutes,Outdoor_Time_Hours,0.12575783563473292,0.12575783563473292,False
Exercise_Duration_Minutes,Daily_Calorie_Intake,0.12527746713516708,0.12527746713516708,False
Social_Interaction_Score,Health_Score,0.12445830739663262,0.12445830739663262,False
Exercise_Duration_Minutes,Resting_Heart_Rate,-0.12405779776258587,0.12405779776258587,False
Exercise_Frequency_Per_Week,Cholesterol_Level,-0.12207153074424315,0.12207153074424315,False
Sleep_Duration_Hours,Fatigue_Level_Score,-0.1210277020145864,0.1210277020145864,False
Systolic_BP,Anxiety_Score,0.1210166106148143,0.1210166106148143,False
Daily_Calorie_Intake,Anxiety_Score,-0.11987519951054701,0.11987519951054701,False
Resting_Heart_Rate,Focus_Concentration_Score,-0.11950435725679717,0.11950435725679717,False
Resting_Heart_Rate,Life_Satisfaction_Score,-0.11822291110483432,0.11822291110483432,False
Immune_Health_Score,Anxiety_Score,-0.1181469610002185,0.1181469610002185,False
Immune_Health_Score,Depression_Risk_Score,-0.11629162703053404,0.11629162703053404,False
Daily_Calorie_Intake,Depression_Risk_Score,-0.11425301193793277,0.11425301193793277,False
Resting_Heart_Rate,Mood_Score,-0.11242761708750494,0.11242761708750494,False
Daily_Calorie_Intake,Health_Score,0.11039031691414777,0.11039031691414777,False
Systolic_BP,Depression_Risk_Score,0.10917354959715853,0.10917354959715853,False
Diastolic_BP,Anxiety_Score,0.10805133992001108,0.10805133992001108,False
Social_Interaction_Score,Healthy_Aging_Score,0.10513522695203963,0.10513522695203963,False
Exercise_Duration_Minutes,Life_Satisfaction_Score,0.1037005312383696,0.1037005312383696,False
Systolic_BP,Mood_Score,-0.10276862592342459,0.10276862592342459,False
Number_of_Night_Awakenings,Fatigue_Level_Score,0.10111859269222014,0.10111859269222014,False
Resting_Heart_Rate,Anxiety_Score,0.09644461784523248,0.09644461784523248,False
Sleep_Duration_Hours,Energy_Level_Score,0.09622066077273243,0.09622066077273243,False
Daily_Steps,Cholesterol_Level,-0.0954973144327696,0.0954973144327696,False
Diastolic_BP,Depression_Risk_Score,0.0930400729613507,0.0930400729613507,False
Social_Interaction_Score,Energy_Level_Score,0.09297045610172132,0.09297045610172132,False
Systolic_BP,Life_Satisfaction_Score,-0.0917722289874094,0.0917722289874094,False
Vegetable_Intake_Per_Day,Health_Score,0.09172153503580789,0.09172153503580789,False
Diastolic_BP,Mood_Score,-0.09129359508930267,0.09129359508930267,False
Age,BMI,0.09051101292395457,0.09051101292395457,False
Number_of_Night_Awakenings,Mood_Score,-0.08959345598808632,0.08959345598808632,False
Daily_Calorie_Intake,Systolic_BP,0.08900617593563018,0.08900617593563018,False
Resting_Heart_Rate,Depression_Risk_Score,0.08847957296090851,0.08847957296090851,False
Exercise_Duration_Minutes,Fatigue_Level_Score,-0.08844671778129115,0.08844671778129115,False
Sleep_Duration_Hours,Focus_Concentration_Score,0.0880260666870724,0.0880260666870724,False
Sleep_Duration_Hours,Mood_Score,0.08635309851638723,0.08635309851638723,False
Diastolic_BP,Life_Satisfaction_Score,-0.08536882999299031,0.08536882999299031,False
Sleep_Duration_Hours,Health_Score,0.08336595179389172,0.08336595179389172,False
Social_Interaction_Score,Fatigue_Level_Score,-0.08207995552034508,0.08207995552034508,False
Sleep_Quality_Score,Social_Interaction_Score,0.08200828189234886,0.08200828189234886,False
Exercise_Duration_Minutes,Mood_Score,0.0810500804723684,0.0810500804723684,False
Daily_Calorie_Intake,Healthy_Aging_Score,0.07866032994761617,0.07866032994761617,False
Number_of_Night_Awakenings,Energy_Level_Score,-0.07708813581694109,0.07708813581694109,False
Number_of_Night_Awakenings,Focus_Concentration_Score,-0.07529245724864086,0.07529245724864086,False
Systolic_BP,Immune_Health_Score,-0.07497616535222545,0.07497616535222545,False
Sleep_Duration_Hours,Anxiety_Score,-0.0739487707487814,0.0739487707487814,False
Sleep_Duration_Hours,Depression_Risk_Score,-0.07386168690392805,0.07386168690392805,False
Vegetable_Intake_Per_Day,Healthy_Aging_Score,0.07375814972257794,0.07375814972257794,False
Sleep_Duration_Hours,Healthy_Aging_Score,0.07232591444827788,0.07232591444827788,False
Age,Weight_kg,0.07118172331216611,0.07118172331216611,False
Sleep_Quality_Score,Systolic_BP,-0.07109613023070593,0.07109613023070593,False
Daily_Calorie_Intake,Diastolic_BP,0.07004122248587176,0.07004122248587176,False
Exercise_Duration_Minutes,Focus_Concentration_Score,0.0688792735801754,0.0688792735801754,False
Diastolic_BP,Fatigue_Level_Score,0.06799838494736578,0.06799838494736578,False
Exercise_Duration_Minutes,Anxiety_Score,-0.0676667670376518,0.0676667670376518,False
Systolic_BP,Fatigue_Level_Score,0.06660024294006509,0.06660024294006509,False
Systolic_BP,Energy_Level_Score,-0.0642060807263596,0.0642060807263596,False
Protein_Intake_Grams,Cholesterol_Level,-0.06388997541287647,0.06388997541287647,False
Resting_Heart_Rate,Blood_Sugar_Level,0.06379568898542505,0.06379568898542505,False
Number_of_Night_Awakenings,Health_Score,-0.06374815444226133,0.06374815444226133,False
Cholesterol_Level,Energy_Level_Score,-0.06238493529779891,0.06238493529779891,False
Number_of_Night_Awakenings,Depression_Risk_Score,0.061927668568568725,0.061927668568568725,False
Sleep_Quality_Score,Diastolic_BP,-0.06183143852955766,0.06183143852955766,False
Diastolic_BP,Energy_Level_Score,-0.06177195370294821,0.06177195370294821,False
Exercise_Duration_Minutes,Depression_Risk_Score,-0.06002349712024303,0.06002349712024303,False
Diastolic_BP,Immune_Health_Score,-0.059866482662025794,0.059866482662025794,False
Water_Intake_Liters,Cholesterol_Level,-0.0594509786859973,0.0594509786859973,False
Number_of_Night_Awakenings,Anxiety_Score,0.05789840290924893,0.05789840290924893,False
Outdoor_Time_Hours,Cholesterol_Level,-0.056533445192444146,0.056533445192444146,False
Cholesterol_Level,Immune_Health_Score,-0.05477477257139827,0.05477477257139827,False
Sleep_Quality_Score,Breakfast_Regularity_Score,0.054461180045592604,0.054461180045592604,False
Fruit_Intake_Per_Day,Health_Score,0.05181507352926908,0.05181507352926908,False
Social_Interaction_Score,Systolic_BP,-0.050850582593701225,0.050850582593701225,False
Cholesterol_Level,Focus_Concentration_Score,-0.05041268824751792,0.05041268824751792,False
Daily_Calorie_Intake,Blood_Sugar_Level,0.04930364470103491,0.04930364470103491,False
Number_of_Night_Awakenings,Healthy_Aging_Score,-0.04916750598864741,0.04916750598864741,False
Sleep_Duration_Hours,Life_Satisfaction_Score,0.04864710055627991,0.04864710055627991,False
Number_of_Night_Awakenings,Life_Satisfaction_Score,-0.04840811819103873,0.04840811819103873,False
Cholesterol_Level,Fatigue_Level_Score,0.04576657859213665,0.04576657859213665,False
Social_Interaction_Score,Diastolic_BP,-0.04561583589740025,0.04561583589740025,False
Sleep_Duration_Hours,Stress_Level,-0.0455670957617486,0.0455670957617486,False
Number_of_Night_Awakenings,Stress_Level,0.04550601676031823,0.04550601676031823,False
Social_Interaction_Score,Focus_Concentration_Score,0.04177716247983885,0.04177716247983885,False
Fruit_Intake_Per_Day,Healthy_Aging_Score,0.04138086417452412,0.04138086417452412,False
Cholesterol_Level,Mood_Score,-0.0409247810684731,0.0409247810684731,False
Breakfast_Regularity_Score,Fatigue_Level_Score,-0.04075887539647626,0.04075887539647626,False
Age,Daily_Calorie_Intake,0.038772118956539946,0.038772118956539946,False
Breakfast_Regularity_Score,Energy_Level_Score,0.0371292999717653,0.0371292999717653,False
Exercise_Duration_Minutes,Cholesterol_Level,-0.035582781024010586,0.035582781024010586,False
Cholesterol_Level,Anxiety_Score,0.03344568536148848,0.03344568536148848,False
Breakfast_Regularity_Score,Health_Score,0.029801682616489966,0.029801682616489966,False
Fast_Food_Meals_Per_Week,Depression_Risk_Score,-0.029680140838521666,0.029680140838521666,False
Systolic_BP,Focus_Concentration_Score,-0.029423825748938537,0.029423825748938537,False
Vegetable_Intake_Per_Day,Sugary_Drinks_Per_Week,-0.029398904328095565,0.029398904328095565,False
Cholesterol_Level,Depression_Risk_Score,0.029359638241553028,0.029359638241553028,False
Fruit_Intake_Per_Day,Life_Satisfaction_Score,-0.029236950370644138,0.029236950370644138,False
Fast_Food_Meals_Per_Week,Life_Satisfaction_Score,0.029057479184847655,0.029057479184847655,False
Breakfast_Regularity_Score,Focus_Concentration_Score,0.02877682667140251,0.02877682667140251,False
Fast_Food_Meals_Per_Week,Stress_Level,-0.028325483110958054,0.028325483110958054,False
Blood_Sugar_Level,Life_Satisfaction_Score,0.02746352856842414,0.02746352856842414,False
Breakfast_Regularity_Score,Healthy_Aging_Score,0.027371334097945958,0.027371334097945958,False
Sleep_Duration_Hours,Number_of_Night_Awakenings,-0.027233099059427734,0.027233099059427734,False
Sleep_Duration_Hours,Working_Hours_Per_Day,0.026933868803105245,0.026933868803105245,False
Weight_kg,Working_Hours_Per_Day,0.02595311222253061,0.02595311222253061,False
Sugary_Drinks_Per_Week,Healthy_Aging_Score,-0.02583579846317728,0.02583579846317728,False
Cholesterol_Level,Life_Satisfaction_Score,-0.02554223204140691,0.02554223204140691,False
Age,Water_Intake_Liters,0.02513677816676745,0.02513677816676745,False
Fruit_Intake_Per_Day,Resting_Heart_Rate,-0.02432143419755302,0.02432143419755302,False
BMI,Sleep_Duration_Hours,0.02408228475138226,0.02408228475138226,False
Height_cm,BMI,-0.023891564425099765,0.023891564425099765,False
BMI,Working_Hours_Per_Day,0.023537251042302455,0.023537251042302455,False
BMI,Number_of_Night_Awakenings,-0.023453549102096245,0.023453549102096245,False
Weekend_Sleep_Difference_Hours,Vegetable_Intake_Per_Day,0.02325552922205273,0.02325552922205273,False
Height_cm,Mood_Score,0.02313549826890676,0.02313549826890676,False
Daily_Calorie_Intake,Fast_Food_Meals_Per_Week,-0.022575128394778255,0.022575128394778255,False
Sleep_Duration_Hours,Vegetable_Intake_Per_Day,0.022536088112751346,0.022536088112751346,False
Fruit_Intake_Per_Day,Anxiety_Score,0.02241636513286542,0.02241636513286542,False
Weight_kg,Number_of_Night_Awakenings,-0.022373037600775268,0.022373037600775268,False
Screen_Time_Before_Bed_Hours,Resting_Heart_Rate,-0.022077350687780415,0.022077350687780415,False
Fruit_Intake_Per_Day,Stress_Level,0.021900422710543047,0.021900422710543047,False
Daily_Steps,Blood_Sugar_Level,0.021888415419419712,0.021888415419419712,False
Sugary_Drinks_Per_Week,Outdoor_Time_Hours,-0.02184388119031419,0.02184388119031419,False
