contract,fold,model,transformed_feature,coefficient,abs_coefficient
full_non_sleep,0,ridge_alpha_3,num__Cholesterol_Level,0.00551969061694277,0.00551969061694277
full_non_sleep,0,ridge_alpha_3,num__Blood_Sugar_Level,-0.011599071322297996,0.011599071322297996
full_non_sleep,0,ridge_alpha_3,num__Energy_Level_Score,0.2425869253654247,0.2425869253654247
full_non_sleep,0,ridge_alpha_3,num__Fatigue_Level_Score,-0.26883491533930437,0.26883491533930437
full_non_sleep,0,ridge_alpha_3,num__Immune_Health_Score,0.00791956358309477,0.00791956358309477
full_non_sleep,0,ridge_alpha_3,num__Mood_Score,0.23165355135228125,0.23165355135228125
full_non_sleep,0,ridge_alpha_3,num__Anxiety_Score,-0.2513392993402101,0.2513392993402101
full_non_sleep,0,ridge_alpha_3,num__Depression_Risk_Score,-0.14903721902044353,0.14903721902044353
full_non_sleep,0,ridge_alpha_3,num__Productivity_Score,0.32252877207097785,0.32252877207097785
full_non_sleep,0,ridge_alpha_3,num__Focus_Concentration_Score,0.20690560293336085,0.20690560293336085
full_non_sleep,0,ridge_alpha_3,num__Life_Satisfaction_Score,-0.007783512141773752,0.007783512141773752
full_non_sleep,0,ridge_alpha_3,num__Health_Score,1.7165752134423324,1.7165752134423324
full_non_sleep,0,ridge_alpha_3,num__Healthy_Aging_Score,-0.08170974865336653,0.08170974865336653
full_non_sleep,0,ridge_alpha_3,cat__Gender_Female,-0.022315341217310738,0.022315341217310738
full_non_sleep,0,ridge_alpha_3,cat__Gender_Male,-0.010233371512057339,0.010233371512057339
full_non_sleep,0,ridge_alpha_3,cat__Gender_Non-binary,0.03254871272929771,0.03254871272929771
full_non_sleep,0,ridge_alpha_3,cat__Country_Australia,-0.013065608287142812,0.013065608287142812
full_non_sleep,0,ridge_alpha_3,cat__Country_Brazil,0.021932902239019048,0.021932902239019048
full_non_sleep,0,ridge_alpha_3,cat__Country_Canada,-0.0044936190095865025,0.0044936190095865025
full_non_sleep,0,ridge_alpha_3,cat__Country_France,0.05838639450119615,0.05838639450119615
full_non_sleep,0,ridge_alpha_3,cat__Country_Germany,0.010388254366082025,0.010388254366082025
full_non_sleep,0,ridge_alpha_3,cat__Country_India,-0.008346873092488005,0.008346873092488005
full_non_sleep,0,ridge_alpha_3,cat__Country_Italy,-0.05951911140850074,0.05951911140850074
full_non_sleep,0,ridge_alpha_3,cat__Country_Japan,-0.036863628123761205,0.036863628123761205
full_non_sleep,0,ridge_alpha_3,cat__Country_Mexico,0.006462274806253797,0.006462274806253797
full_non_sleep,0,ridge_alpha_3,cat__Country_Nigeria,0.006086801662847115,0.006086801662847115
full_non_sleep,0,ridge_alpha_3,cat__Country_Pakistan,0.05085776393459225,0.05085776393459225
full_non_sleep,0,ridge_alpha_3,cat__Country_South Korea,-0.03135640320723356,0.03135640320723356
full_non_sleep,0,ridge_alpha_3,cat__Country_Spain,-0.01391508289632968,0.01391508289632968
full_non_sleep,0,ridge_alpha_3,cat__Country_UK,0.011252130129966554,0.011252130129966554
full_non_sleep,0,ridge_alpha_3,cat__Country_USA,0.00219380438526381,0.00219380438526381
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Accountant,-0.08234075805570966,0.08234075805570966
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Artist,-0.01755902237641612,0.01755902237641612
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Athlete,-0.02688886472040853,0.02688886472040853
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Chef,-0.0013896826789250036,0.0013896826789250036
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Doctor,0.03614680451696229,0.03614680451696229
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Entrepreneur,0.024533196402635644,0.024533196402635644
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Freelancer,0.008212060475233882,0.008212060475233882
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Laborer,0.019749553792836997,0.019749553792836997
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Lawyer,-0.034892688572480686,0.034892688572480686
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Manager,0.05868324799279219,0.05868324799279219
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Nurse,-0.025514907977129516,0.025514907977129516
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Retired,0.0010683935657536895,0.0010683935657536895
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Software Engineer,0.035843959197403116,0.035843959197403116
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Student,0.008323210223304598,0.008323210223304598
full_non_sleep,0,ridge_alpha_3,cat__Occupation_Teacher,-0.003974501785845332,0.003974501785845332
full_non_sleep,0,ridge_alpha_3,cat__Marital_Status_Divorced,-0.009989924197610075,0.009989924197610075
full_non_sleep,0,ridge_alpha_3,cat__Marital_Status_Married,0.010640788085907037,0.010640788085907037
full_non_sleep,0,ridge_alpha_3,cat__Marital_Status_Single,0.0055704122998309425,0.0055704122998309425
full_non_sleep,0,ridge_alpha_3,cat__Marital_Status_Widowed,-0.006221276187956158,0.006221276187956158
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Cycling,-0.023097374799129145,0.023097374799129145
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_HIIT,0.015001302108827554,0.015001302108827554
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Running,-0.007791794126172335,0.007791794126172335
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Sports,-0.004166549800690969,0.004166549800690969
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Swimming,0.036839329822071956,0.036839329822071956
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Walking,0.01861265863141312,0.01861265863141312
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Weight Training,-0.003895897115632039,0.003895897115632039
full_non_sleep,0,ridge_alpha_3,cat__Exercise_Type_Yoga,-0.031501674720020474,0.031501674720020474
full_non_sleep,0,ridge_alpha_3,cat__Morning_Workout_No,0.3241714540002854,0.3241714540002854
full_non_sleep,0,ridge_alpha_3,cat__Morning_Workout_Yes,-0.32417145400024183,0.32417145400024183
full_non_sleep,0,ridge_alpha_3,cat__Workout_Intensity_High,-0.038071754790721765,0.038071754790721765
full_non_sleep,0,ridge_alpha_3,cat__Workout_Intensity_Low,0.025220503134383593,0.025220503134383593
full_non_sleep,0,ridge_alpha_3,cat__Workout_Intensity_Moderate,0.012851251655974946,0.012851251655974946
full_non_sleep,0,ridge_alpha_3,cat__Gym_Member_No,-0.0004396730382719374,0.0004396730382719374
full_non_sleep,0,ridge_alpha_3,cat__Gym_Member_Yes,0.0004396730381155337,0.0004396730381155337
full_non_sleep,0,ridge_alpha_3,cat__Smoking_Status_Current,0.4245569420816438,0.4245569420816438
full_non_sleep,0,ridge_alpha_3,cat__Smoking_Status_Former,-0.22982890287464133,0.22982890287464133
full_non_sleep,0,ridge_alpha_3,cat__Smoking_Status_Never,-0.19472803920802437,0.19472803920802437
full_non_sleep,0,ridge_alpha_3,cat__Alcohol_Consumption_Heavy,0.29216275361259436,0.29216275361259436
full_non_sleep,0,ridge_alpha_3,cat__Alcohol_Consumption_Light,-0.13233363996079683,0.13233363996079683
full_non_sleep,0,ridge_alpha_3,cat__Alcohol_Consumption_Moderate,-0.15982911365326558,0.15982911365326558
full_non_sleep,0,ridge_alpha_3,cat__Meditation_Practice_No,0.3059840524614832,0.3059840524614832
full_non_sleep,0,ridge_alpha_3,cat__Meditation_Practice_Yes,-0.3059840524616357,0.3059840524616357
full_non_sleep,0,ridge_alpha_3,cat__Obesity_Risk_High,0.36557861526875307,0.36557861526875307
full_non_sleep,0,ridge_alpha_3,cat__Obesity_Risk_Low,-0.2932435102875297,0.2932435102875297
full_non_sleep,0,ridge_alpha_3,cat__Obesity_Risk_Medium,-0.07233510498119754,0.07233510498119754
full_non_sleep,0,ridge_alpha_3,cat__Hypertension_Risk_High,-0.04269086358514879,0.04269086358514879
full_non_sleep,0,ridge_alpha_3,cat__Hypertension_Risk_Low,0.03510460390844651,0.03510460390844651
full_non_sleep,0,ridge_alpha_3,cat__Hypertension_Risk_Medium,0.007586259676293905,0.007586259676293905
full_non_sleep,0,ridge_alpha_3,cat__Diabetes_Risk_High,0.07011923185509966,0.07011923185509966
full_non_sleep,0,ridge_alpha_3,cat__Diabetes_Risk_Low,-0.02993388461364631,0.02993388461364631
full_non_sleep,0,ridge_alpha_3,cat__Diabetes_Risk_Medium,-0.04018534724154472,0.04018534724154472
full_non_sleep,0,ridge_alpha_3,cat__Cardiovascular_Risk_High,0.04316223188226148,0.04316223188226148
full_non_sleep,0,ridge_alpha_3,cat__Cardiovascular_Risk_Low,-0.03604549906930889,0.03604549906930889
full_non_sleep,0,ridge_alpha_3,cat__Cardiovascular_Risk_Medium,-0.007116732812372962,0.007116732812372962
full_non_sleep,0,ridge_alpha_3,cat__Fitness_Level_Average,0.00916643978874516,0.00916643978874516
full_non_sleep,0,ridge_alpha_3,cat__Fitness_Level_Excellent,-0.08683190482814822,0.08683190482814822
full_non_sleep,0,ridge_alpha_3,cat__Fitness_Level_Good,-0.06893028435115896,0.06893028435115896
full_non_sleep,0,ridge_alpha_3,cat__Fitness_Level_Poor,0.146595749399318,0.146595749399318
full_non_sleep,0,ridge_alpha_3,cat__Wellness_Category_Average,0.009166439786195841,0.009166439786195841
full_non_sleep,0,ridge_alpha_3,cat__Wellness_Category_Excellent,-0.08683190483292387,0.08683190483292387
full_non_sleep,0,ridge_alpha_3,cat__Wellness_Category_Good,-0.0689302843516467,0.0689302843516467
full_non_sleep,0,ridge_alpha_3,cat__Wellness_Category_Poor,0.14659574939966086,0.14659574939966086
full_non_sleep,0,ridge_alpha_3,cat__Early_Waker_No,0.051478032203000235,0.051478032203000235
full_non_sleep,0,ridge_alpha_3,cat__Early_Waker_Yes,-0.05147803220296667,0.05147803220296667
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Age,0.10988653884510494,0.10988653884510494
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Height_cm,0.0059636048912027765,0.0059636048912027765
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Weight_kg,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__BMI,0.5213266466592139,0.5213266466592139
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Exercise_Frequency_Per_Week,-1.0593500530352975,1.0593500530352975
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Exercise_Duration_Minutes,0.0015219835078453185,0.0015219835078453185
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Daily_Steps,-0.24591383902635233,0.24591383902635233
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Daily_Calorie_Intake,0.018175717124895928,0.018175717124895928
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Water_Intake_Liters,-0.11795594153689751,0.11795594153689751
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Fruit_Intake_Per_Day,-0.07910623187473705,0.07910623187473705
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Vegetable_Intake_Per_Day,-0.13896076842783356,0.13896076842783356
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Protein_Intake_Grams,-0.008725533934735168,0.008725533934735168
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Sugary_Drinks_Per_Week,-0.002860860381582909,0.002860860381582909
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Fast_Food_Meals_Per_Week,0.3204573482660076,0.3204573482660076
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Breakfast_Regularity_Score,0.0015618118416322446,0.0015618118416322446
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Stress_Level,0.8412615841999107,0.8412615841999107
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Working_Hours_Per_Day,0.036374437796809996,0.036374437796809996
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Sitting_Hours_Per_Day,-0.034529800425938395,0.034529800425938395
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Outdoor_Time_Hours,0.0075570909386602995,0.0075570909386602995
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Social_Interaction_Score,-0.0892626206499923,0.0892626206499923
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Resting_Heart_Rate,0.004911565347812319,0.004911565347812319
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Systolic_BP,0.013598229553796004,0.013598229553796004
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Diastolic_BP,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Cholesterol_Level,0.005793337359112531,0.005793337359112531
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Blood_Sugar_Level,-0.0022428328184050986,0.0022428328184050986
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Energy_Level_Score,0.2406878347054482,0.2406878347054482
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Fatigue_Level_Score,-0.271248589001245,0.271248589001245
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Immune_Health_Score,0.0025337382731765584,0.0025337382731765584
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Mood_Score,0.23323639113965602,0.23323639113965602
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Anxiety_Score,-0.24847497718702416,0.24847497718702416
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Depression_Risk_Score,-0.14675443905027813,0.14675443905027813
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Productivity_Score,0.32113590301762984,0.32113590301762984
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Focus_Concentration_Score,0.2078499365610078,0.2078499365610078
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Life_Satisfaction_Score,-0.004936548190503761,0.004936548190503761
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Health_Score,1.6717232640369326,1.6717232640369326
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,num__Healthy_Aging_Score,-0.08337211856517583,0.08337211856517583
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Gender_Female,-0.010125242542146041,0.010125242542146041
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Gender_Male,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Gender_Non-binary,0.020167082105647046,0.020167082105647046
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Australia,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Brazil,0.004904276912634704,0.004904276912634704
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Canada,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_France,0.03809997029959305,0.03809997029959305
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Germany,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_India,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Italy,-0.03722199792015747,0.03722199792015747
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Japan,-0.020886819856457302,0.020886819856457302
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Mexico,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Nigeria,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Pakistan,0.038275670456236116,0.038275670456236116
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_South Korea,-0.00991904199244819,0.00991904199244819
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_Spain,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_UK,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Country_USA,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Accountant,-0.07393170042283187,0.07393170042283187
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Artist,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Athlete,-0.0001114026384548968,0.0001114026384548968
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Chef,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Doctor,0.019258772778844652,0.019258772778844652
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Entrepreneur,0.0035628534926592757,0.0035628534926592757
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Freelancer,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Laborer,0.0007371820479483514,0.0007371820479483514
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Lawyer,-0.019585270320548197,0.019585270320548197
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Manager,0.04598810497332241,0.04598810497332241
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Nurse,-0.015599082643617024,0.015599082643617024
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Retired,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Software Engineer,0.022639783724371667,0.022639783724371667
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Student,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Occupation_Teacher,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Divorced,-0.007057242414405706,0.007057242414405706
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Married,0.005424077916595434,0.005424077916595434
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Single,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Widowed,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Cycling,-0.010744595389591036,0.010744595389591036
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_HIIT,0.010841615832335139,0.010841615832335139
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Running,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Sports,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Swimming,0.029450404886370626,0.029450404886370626
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Walking,0.01447972542541132,0.01447972542541132
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Weight Training,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Yoga,-0.018551952968507476,0.018551952968507476
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Morning_Workout_No,0.5231903324207416,0.5231903324207416
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Morning_Workout_Yes,-0.1201447937945925,0.1201447937945925
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_High,-0.04897221973600189,0.04897221973600189
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Low,0.007154179242080583,0.007154179242080583
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Moderate,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_No,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_Yes,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Current,0.604219497213115,0.604219497213115
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Former,-0.030365250730238304,0.030365250730238304
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Never,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Heavy,0.411038379765001,0.411038379765001
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Light,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Moderate,-0.024507676609695567,0.024507676609695567
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Meditation_Practice_No,0.4748327944641755,0.4748327944641755
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Meditation_Practice_Yes,-0.13129871666161702,0.13129871666161702
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_High,0.42863237101060325,0.42863237101060325
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_Low,-0.20721992651267723,0.20721992651267723
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_Medium,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_High,-0.027373581897119907,0.027373581897119907
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Low,0.011851637511255236,0.011851637511255236
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Medium,0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_High,0.05357215249995286,0.05357215249995286
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Low,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Medium,-0.022612486115586337,0.022612486115586337
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_High,0.03582186130389475,0.03582186130389475
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Low,-0.02225870213333545,0.02225870213333545
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Medium,-0.0,0.0
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Average,0.03707828314987417,0.03707828314987417
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Excellent,-0.0513176923002781,0.0513176923002781
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Good,-0.051341932342719686,0.051341932342719686
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Poor,0.10404733911783619,0.10404733911783619
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Average,0.006697740442802429,0.006697740442802429
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Excellent,-0.016616423782832925,0.016616423782832925
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Good,-0.01813661958855191,0.01813661958855191
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Poor,0.10416760022139841,0.10416760022139841
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_No,0.07872522286307718,0.07872522286307718
full_non_sleep,0,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_Yes,-0.018677425655381826,0.018677425655381826
full_non_sleep,1,ridge_alpha_3,num__Age,0.11335971203248998,0.11335971203248998
full_non_sleep,1,ridge_alpha_3,num__Height_cm,-0.0029751122298598367,0.0029751122298598367
full_non_sleep,1,ridge_alpha_3,num__Weight_kg,0.01650966222932219,0.01650966222932219
full_non_sleep,1,ridge_alpha_3,num__BMI,0.4811013305375957,0.4811013305375957
full_non_sleep,1,ridge_alpha_3,num__Exercise_Frequency_Per_Week,-1.066883466400887,1.066883466400887
full_non_sleep,1,ridge_alpha_3,num__Exercise_Duration_Minutes,0.01072570501459935,0.01072570501459935
full_non_sleep,1,ridge_alpha_3,num__Daily_Steps,-0.24136664645378456,0.24136664645378456
full_non_sleep,1,ridge_alpha_3,num__Daily_Calorie_Intake,0.007682865748288443,0.007682865748288443
full_non_sleep,1,ridge_alpha_3,num__Water_Intake_Liters,-0.11032433288471094,0.11032433288471094
full_non_sleep,1,ridge_alpha_3,num__Fruit_Intake_Per_Day,-0.09346388420109242,0.09346388420109242
full_non_sleep,1,ridge_alpha_3,num__Vegetable_Intake_Per_Day,-0.14200601706976712,0.14200601706976712
full_non_sleep,1,ridge_alpha_3,num__Protein_Intake_Grams,0.0038534306766991205,0.0038534306766991205
full_non_sleep,1,ridge_alpha_3,num__Sugary_Drinks_Per_Week,-0.011295588733262476,0.011295588733262476
full_non_sleep,1,ridge_alpha_3,num__Fast_Food_Meals_Per_Week,0.31166047826512944,0.31166047826512944
full_non_sleep,1,ridge_alpha_3,num__Breakfast_Regularity_Score,0.00699604683276374,0.00699604683276374
full_non_sleep,1,ridge_alpha_3,num__Stress_Level,0.8461083071749809,0.8461083071749809
full_non_sleep,1,ridge_alpha_3,num__Working_Hours_Per_Day,0.02325810323954798,0.02325810323954798
