contract,model,transformed_feature,coefficient_mean,coefficient_std,abs_coefficient_mean
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Morning_Workout_Yes,-0.12397036072213381,0.0032566791214201675,0.12397036072213381
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Water_Intake_Liters,-0.11481031245783908,0.0077069948484134445,0.11481031245783908
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Age,0.11130513214848352,0.001914631929605389,0.11130513214848352
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Social_Interaction_Score,-0.08798180125413177,0.005537600057245915,0.08798180125413177
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Healthy_Aging_Score,-0.08326002568007784,0.0339765864119544,0.08326002568007784
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Fruit_Intake_Per_Day,-0.08286753532074391,0.004622231590160069,0.08286753532074391
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_No,0.07893646201397318,0.012501581467659168,0.07893646201397318
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Poor,0.06757580331913933,0.023298687574690086,0.06757580331913933
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Poor,0.06749482757448141,0.023293337468803278,0.06749482757448141
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_High,-0.05199569042341766,0.01261063362953481,0.05199569042341766
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_High,0.05133001582035436,0.031450392238948355,0.05133001582035436
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Good,-0.05024776100983643,0.0035463154677192626,0.05024776100983643
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_France,0.0455110229499086,0.014313675455204029,0.0455110229499086
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Doctor,0.03808421000164754,0.027440184776756398,0.03808421000164754
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Excellent,-0.03542109010807499,0.009024562525731285,0.03542109010807499
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Fitness_Level_Average,0.03304304151740485,0.005757191767466981,0.03304304151740485
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Low,0.03288192246872368,0.01916934799721509,0.03288192246872368
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Working_Hours_Per_Day,0.03126600476846809,0.00833991708420774,0.03126600476846809
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Pakistan,0.031040635843005055,0.017725850922148425,0.031040635843005055
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Former,-0.030858973885366937,0.012535908580807434,0.030858973885366937
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Accountant,-0.030726471454420468,0.02813359504828611,0.030726471454420468
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Italy,-0.030356504809431268,0.022208300524451916,0.030356504809431268
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Moderate,-0.02942165715141177,0.005192168337948707,0.02942165715141177
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Sitting_Hours_Per_Day,-0.02866838344842083,0.012133266605650688,0.02866838344842083
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Lawyer,-0.027612705400484206,0.006109639515707673,0.027612705400484206
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_High,-0.026764590546671546,0.020662280500010972,0.026764590546671546
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Medium,-0.025253547773226758,0.018911920289333833,0.025253547773226758
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_High,0.025060140840097646,0.021117988958202178,0.025060140840097646
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Swimming,0.02370381750812644,0.018720258101378316,0.02370381750812644
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Retired,0.02099756463956539,0.013981871369402328,0.02099756463956539
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Systolic_BP,0.02082564212998312,0.011320982855546948,0.02082564212998312
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Gender_Female,-0.01998881510813691,0.009013668522854628,0.01998881510813691
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Early_Waker_Yes,-0.019654310023370487,0.002808142304622513,0.019654310023370487
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Low,-0.019344312797303892,0.01823841817385029,0.019344312797303892
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Walking,0.017271820422621407,0.010867152173046452,0.017271820422621407
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Good,-0.015580578767350407,0.002272842346320331,0.015580578767350407
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Artist,-0.015113514827205446,0.018516265354873516,0.015113514827205446
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Daily_Calorie_Intake,0.01502770790109797,0.0049253590914782154,0.01502770790109797
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Manager,0.013793785130236463,0.01923186808957814,0.013793785130236463
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Nurse,-0.010882454291503736,0.010416397577359545,0.013005999397267917
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Software Engineer,0.012828669122706082,0.013600098628262225,0.012828669122706082
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Japan,-0.012353183577734165,0.0065427876656293,0.012353183577734165
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Germany,0.012137533488256495,0.015676207830615786,0.012137533488256495
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Gender_Non-binary,0.011615099200547336,0.0057931071117184535,0.011615099200547336
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Mexico,-0.011588538646235,0.011827855523195,0.011588538646235
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_India,0.009792995287857908,0.009684788585140882,0.009792995287857908
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Teacher,-0.009428925421672488,0.012207280022228841,0.009428925421672488
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Excellent,-0.009378884793989194,0.004305511946451061,0.009378884793989194
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Wellness_Category_Average,0.009355378693601807,0.0023381577351090778,0.009355378693601807
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Weight Training,-0.0030804018611377383,0.01494847381761007,0.008757383007585913
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Life_Satisfaction_Score,-0.00868718939908853,0.0024287108138636507,0.00868718939908853
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_UK,0.008627122512957051,0.012317849620088762,0.008627122512957051
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Yoga,-0.0015936871210854922,0.01192300406954345,0.007517236201665614
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Nigeria,0.007269657647956358,0.016255448673981654,0.007269657647956358
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Sugary_Drinks_Per_Week,-0.0071354339913467565,0.002545144855955485,0.0071354339913467565
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Resting_Heart_Rate,0.006806614073046618,0.0044595902910608155,0.006806614073046618
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_No,0.006281938666606535,0.008783176764521722,0.006281938666606535
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Breakfast_Regularity_Score,0.006080345708021713,0.003700381693201482,0.006080345708021713
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_HIIT,0.005663598522243803,0.00539237618767126,0.005663598522243803
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Cholesterol_Level,0.004357489351289777,0.005692759498850416,0.005504589552415312
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Married,0.0053990764111173095,0.004058382770590474,0.0053990764111173095
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Sports,-0.0053234417667895025,0.007920902485944936,0.0053234417667895025
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Freelancer,0.005252606854075153,0.008699990243935906,0.005252606854075153
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Height_cm,-5.088898189246037e-06,0.007889653457950493,0.005147340724120933
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Divorced,-0.005021730029074268,0.005272374444575052,0.005021730029074268
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Exercise_Duration_Minutes,0.005009152766937645,0.004111941321940731,0.005009152766937645
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Australia,-0.00123404934991106,0.008964729214361375,0.0049803124083710095
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Running,-0.00434555883523544,0.006093921980389686,0.0043743028697371495
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Laborer,0.004317257259083299,0.007690325114214591,0.004317257259083299
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Chef,0.004168390805964116,0.009320805198920899,0.004168390805964116
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Protein_Intake_Grams,-0.0008699116195718372,0.005118008475567013,0.00381810719961221
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_South Korea,-0.0034522915484207868,0.004592651454430654,0.0034522915484207868
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Canada,0.0033758327442273833,0.007548591496762089,0.0033758327442273833
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Immune_Health_Score,-0.002036238092360469,0.006353488106735857,0.0032627452791463216
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Single,-0.00015504595183640814,0.005537898626023645,0.0031304056020215894
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Exercise_Type_Cycling,-0.0025130029712725965,0.004735376228105946,0.00272634634789745
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Blood_Sugar_Level,0.0007311866720874048,0.0033955063364004188,0.0026529921995471577
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Marital_Status_Widowed,0.0016260617586989913,0.0046286697006102055,0.0022955218398632315
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Weight_kg,0.0021932395070102173,0.004904232628612972,0.0021932395070102173
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Moderate,0.002184285187491684,0.004884210161477278,0.002184285187491684
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Entrepreneur,-0.0007215622936534436,0.00392138688074453,0.0021467036907171543
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Diastolic_BP,-0.002033852941185944,0.003282822989812116,0.002033852941185944
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Athlete,-0.0019650391532144364,0.004331953748185424,0.0019650391532144364
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Brazil,0.0012600078069422542,0.0026479150066962553,0.0019171419161057354
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Workout_Intensity_Low,0.0017881281577712016,0.0030978506235312896,0.0017881281577712016
full_non_sleep,elastic_alpha_0p001_l1_0p9,num__Outdoor_Time_Hours,0.001595045979590189,0.003335517779501245,0.0016020309612977935
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Gym_Member_Yes,-0.0016004499240562704,0.0022285942891808555,0.0016004499240562704
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_USA,-0.0013811849774212615,0.003088423499015453,0.0013811849774212615
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Alcohol_Consumption_Light,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Cardiovascular_Risk_Medium,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Country_Spain,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Diabetes_Risk_Low,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Gender_Male,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Hypertension_Risk_Medium,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Obesity_Risk_Medium,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Occupation_Student,0.0,0.0,0.0
full_non_sleep,elastic_alpha_0p001_l1_0p9,cat__Smoking_Status_Never,0.0,0.0,0.0
full_non_sleep,ridge_alpha_3,num__Health_Score,1.68415063766587,0.050947365744928474,1.68415063766587
full_non_sleep,ridge_alpha_3,num__Exercise_Frequency_Per_Week,-1.0655342804350958,0.007697949195452298,1.0655342804350958
full_non_sleep,ridge_alpha_3,num__Stress_Level,0.8538623115860748,0.007705413697017526,0.8538623115860748
full_non_sleep,ridge_alpha_3,num__BMI,0.5453417605096529,0.05850185931299976,0.5453417605096529
full_non_sleep,ridge_alpha_3,cat__Smoking_Status_Current,0.4159309360288338,0.00705154699281724,0.4159309360288338
full_non_sleep,ridge_alpha_3,cat__Obesity_Risk_High,0.36237318167965227,0.012671033914541776,0.36237318167965227
full_non_sleep,ridge_alpha_3,num__Productivity_Score,0.3248460556454408,0.00674207386574766,0.3248460556454408
full_non_sleep,ridge_alpha_3,cat__Morning_Workout_Yes,-0.3209110123229758,0.002917011233485261,0.3209110123229758
full_non_sleep,ridge_alpha_3,cat__Morning_Workout_No,0.32091101232281016,0.002917011233662216,0.32091101232281016
full_non_sleep,ridge_alpha_3,num__Fast_Food_Meals_Per_Week,0.3166879457289726,0.005746091062969328,0.3166879457289726
full_non_sleep,ridge_alpha_3,cat__Meditation_Practice_No,0.31000828254247914,0.005482035829569474,0.31000828254247914
full_non_sleep,ridge_alpha_3,cat__Meditation_Practice_Yes,-0.31000828254247403,0.005482035829620853,0.31000828254247403
full_non_sleep,ridge_alpha_3,cat__Obesity_Risk_Low,-0.29590435668609044,0.0073912079676709,0.29590435668609044
full_non_sleep,ridge_alpha_3,cat__Alcohol_Consumption_Heavy,0.28652712837800937,0.0047902962964048584,0.28652712837800937
full_non_sleep,ridge_alpha_3,num__Fatigue_Level_Score,-0.26529315505993856,0.004164210067611824,0.26529315505993856
full_non_sleep,ridge_alpha_3,num__Energy_Level_Score,0.25866158943813294,0.010521624485922455,0.25866158943813294
full_non_sleep,ridge_alpha_3,num__Anxiety_Score,-0.2554388346761834,0.0070443139754737824,0.2554388346761834
full_non_sleep,ridge_alpha_3,num__Daily_Steps,-0.24355869833953228,0.004797908653182267,0.24355869833953228
full_non_sleep,ridge_alpha_3,num__Mood_Score,0.2431281191676919,0.010682917222483818,0.2431281191676919
full_non_sleep,ridge_alpha_3,cat__Smoking_Status_Former,-0.2260330254762704,0.005184359078498179,0.2260330254762704
full_non_sleep,ridge_alpha_3,num__Focus_Concentration_Score,0.2084198106559884,0.002564386956582866,0.2084198106559884
full_non_sleep,ridge_alpha_3,cat__Smoking_Status_Never,-0.1898979105525628,0.008519472088821598,0.1898979105525628
full_non_sleep,ridge_alpha_3,cat__Alcohol_Consumption_Moderate,-0.15973303728965868,0.0014153359186869672,0.15973303728965868
full_non_sleep,ridge_alpha_3,num__Depression_Risk_Score,-0.1525220771251997,0.008069757805413011,0.1525220771251997
full_non_sleep,ridge_alpha_3,num__Vegetable_Intake_Per_Day,-0.14183511484069264,0.005323785602984393,0.14183511484069264
full_non_sleep,ridge_alpha_3,cat__Alcohol_Consumption_Light,-0.12679409108849407,0.004915571780776109,0.12679409108849407
full_non_sleep,ridge_alpha_3,num__Water_Intake_Liters,-0.11776806594051648,0.007686145162893452,0.11776806594051648
full_non_sleep,ridge_alpha_3,cat__Wellness_Category_Poor,0.11563914471098372,0.01954603152861378,0.11563914471098372
full_non_sleep,ridge_alpha_3,cat__Fitness_Level_Poor,0.11563914471087702,0.019546031528461107,0.11563914471087702
full_non_sleep,ridge_alpha_3,num__Age,0.11200374804393964,0.0023207030869478234,0.11200374804393964
full_non_sleep,ridge_alpha_3,num__Social_Interaction_Score,-0.08891779820179702,0.005579336051831652,0.08891779820179702
full_non_sleep,ridge_alpha_3,num__Healthy_Aging_Score,-0.08759662633355739,0.036790217205218266,0.08759662633355739
full_non_sleep,ridge_alpha_3,num__Fruit_Intake_Per_Day,-0.08561372222404426,0.0045588942816543795,0.08561372222404426
full_non_sleep,ridge_alpha_3,cat__Fitness_Level_Excellent,-0.06867414209553604,0.010358842634435431,0.06867414209553604
full_non_sleep,ridge_alpha_3,cat__Wellness_Category_Excellent,-0.06867414209482582,0.010358842637749872,0.06867414209482582
full_non_sleep,ridge_alpha_3,cat__Obesity_Risk_Medium,-0.06646882499355218,0.007190021282356745,0.06646882499355218
full_non_sleep,ridge_alpha_3,cat__Country_France,0.06126734814411146,0.011038100827256165,0.06126734814411146
full_non_sleep,ridge_alpha_3,cat__Diabetes_Risk_High,0.06124321180385937,0.02216914219093025,0.06124321180385937
full_non_sleep,ridge_alpha_3,cat__Wellness_Category_Good,-0.06107313214314425,0.00562128928050252,0.06107313214314425
full_non_sleep,ridge_alpha_3,cat__Fitness_Level_Good,-0.061073132143076324,0.0056212892802448506,0.061073132143076324
full_non_sleep,ridge_alpha_3,cat__Country_Italy,-0.05480126192861988,0.021567490564872,0.05480126192861988
full_non_sleep,ridge_alpha_3,cat__Occupation_Doctor,0.052676614941801626,0.024960800379367123,0.052676614941801626
full_non_sleep,ridge_alpha_3,cat__Early_Waker_Yes,-0.05235221070758654,0.007427084053453924,0.05235221070758654
full_non_sleep,ridge_alpha_3,cat__Early_Waker_No,0.052352210707579984,0.00742708405344322,0.052352210707579984
full_non_sleep,ridge_alpha_3,num__Weight_kg,-0.043808364000290555,0.052021543819522294,0.05041222889201943
full_non_sleep,ridge_alpha_3,cat__Hypertension_Risk_Low,0.04831602147500504,0.017605273832224815,0.04831602147500504
full_non_sleep,ridge_alpha_3,cat__Hypertension_Risk_High,-0.047979798651788266,0.018424066399010584,0.047979798651788266
full_non_sleep,ridge_alpha_3,cat__Occupation_Lawyer,-0.0445159952323036,0.00697325458187661,0.0445159952323036
full_non_sleep,ridge_alpha_3,cat__Diabetes_Risk_Medium,-0.040759594050848044,0.009626465669126559,0.040759594050848044
full_non_sleep,ridge_alpha_3,cat__Occupation_Accountant,-0.04027621298585924,0.026130990254858474,0.04027621298585924
full_non_sleep,ridge_alpha_3,cat__Country_Pakistan,0.03891970888970108,0.02165263345899893,0.03891970888970108
full_non_sleep,ridge_alpha_3,cat__Workout_Intensity_High,-0.038626900880411104,0.00811155733520408,0.038626900880411104
full_non_sleep,ridge_alpha_3,num__Working_Hours_Per_Day,0.03828078378388831,0.008849125298842908,0.03828078378388831
full_non_sleep,ridge_alpha_3,cat__Occupation_Artist,-0.03756348946710793,0.02554267161797452,0.03756348946710793
full_non_sleep,ridge_alpha_3,num__Systolic_BP,0.03666856046709034,0.011937879108445494,0.03666856046709034
full_non_sleep,ridge_alpha_3,num__Sitting_Hours_Per_Day,-0.03583562835075334,0.012676309786963127,0.03583562835075334
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Swimming,0.03111744327408278,0.017576175332391093,0.03111744327408278
full_non_sleep,ridge_alpha_3,cat__Country_Japan,-0.030953944409945488,0.004331129049220758,0.030953944409945488
full_non_sleep,ridge_alpha_3,cat__Cardiovascular_Risk_High,0.030300509363148997,0.021580918239974812,0.030300509363148997
full_non_sleep,ridge_alpha_3,cat__Occupation_Retired,0.029731517889453184,0.016869912966663507,0.029731517889453184
full_non_sleep,ridge_alpha_3,cat__Gender_Non-binary,0.02942607024715277,0.004826353616379081,0.02942607024715277
full_non_sleep,ridge_alpha_3,cat__Cardiovascular_Risk_Low,-0.027050113504636798,0.019441166082436782,0.027050113504636798
full_non_sleep,ridge_alpha_3,cat__Country_Mexico,-0.024463088973592673,0.024667917047898405,0.027047998896094196
full_non_sleep,ridge_alpha_3,cat__Gender_Female,-0.02663350322255082,0.006721576028533428,0.02663350322255082
full_non_sleep,ridge_alpha_3,cat__Occupation_Nurse,-0.017661857198285343,0.021791384556539103,0.025801842029553535
full_non_sleep,ridge_alpha_3,num__Height_cm,0.023631830778938406,0.03180041565301345,0.024950066378177004
full_non_sleep,ridge_alpha_3,cat__Country_South Korea,-0.024895515868337457,0.004971753933311299,0.024895515868337457
full_non_sleep,ridge_alpha_3,cat__Occupation_Manager,0.023426467891090687,0.022907020696422312,0.02428064897378036
full_non_sleep,ridge_alpha_3,cat__Diabetes_Risk_Low,-0.020483617752985323,0.018689021754694415,0.023970076126629644
full_non_sleep,ridge_alpha_3,cat__Occupation_Software Engineer,0.022791697128523785,0.011895130457795212,0.022791697128523785
full_non_sleep,ridge_alpha_3,cat__Country_Germany,0.022491866336726788,0.016185829905536818,0.022491866336726788
full_non_sleep,ridge_alpha_3,cat__Occupation_Athlete,-0.01264405890672748,0.021983043092051426,0.021512808790079652
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Walking,0.01803363282246899,0.014614808230299309,0.020609929982844923
full_non_sleep,ridge_alpha_3,cat__Workout_Intensity_Low,0.0202486940914854,0.007621918645404089,0.0202486940914854
full_non_sleep,ridge_alpha_3,cat__Occupation_Laborer,0.015963100984047813,0.015689400068423023,0.018648223570486087
full_non_sleep,ridge_alpha_3,cat__Workout_Intensity_Moderate,0.01837820678861862,0.00413026134355079,0.01837820678861862
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Yoga,-0.009073804265372722,0.0198162642596892,0.018121764686726015
full_non_sleep,ridge_alpha_3,cat__Country_Australia,-0.007135543016358559,0.022270933547579565,0.018095144153708158
full_non_sleep,ridge_alpha_3,cat__Occupation_Freelancer,0.01385143986156893,0.0178118763748229,0.017780311173304142
full_non_sleep,ridge_alpha_3,num__Daily_Calorie_Intake,0.01669832913004162,0.005174816621676201,0.01669832913004162
full_non_sleep,ridge_alpha_3,cat__Occupation_Teacher,-0.015242875008903275,0.01833858510188,0.016600937863232045
full_non_sleep,ridge_alpha_3,cat__Country_UK,0.013792361438718767,0.014751863048456689,0.01656830890554959
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Sports,-0.016265380299779857,0.011272067481245285,0.016265380299779857
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Weight Training,-0.009406768953836391,0.019295772797280817,0.015634039748921573
full_non_sleep,ridge_alpha_3,cat__Country_Nigeria,0.011139504756914009,0.021275877315490757,0.015023884923130901
full_non_sleep,ridge_alpha_3,cat__Country_Brazil,0.003959432322941525,0.018947734554905414,0.014818376479532758
full_non_sleep,ridge_alpha_3,cat__Country_India,0.009005861529269053,0.014989833659131839,0.014143883464285639
full_non_sleep,ridge_alpha_3,cat__Fitness_Level_Average,0.014108129527726975,0.004975284967561239,0.014108129527726975
full_non_sleep,ridge_alpha_3,cat__Wellness_Category_Average,0.014108129527480844,0.004975284968008802,0.014108129527480844
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Cycling,-0.009672094659186366,0.011402116349053405,0.012967016578671942
full_non_sleep,ridge_alpha_3,cat__Marital_Status_Widowed,-0.0034528576893715856,0.014844936261088161,0.012493782766847168
full_non_sleep,ridge_alpha_3,cat__Country_Canada,-0.002437159176429919,0.014877361614326814,0.011749641507419157
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_HIIT,0.006573521103724278,0.010781024539831681,0.011411538109797522
full_non_sleep,ridge_alpha_3,cat__Exercise_Type_Running,-0.011306549021745584,0.007917484255117437,0.011361196912220792
full_non_sleep,ridge_alpha_3,cat__Occupation_Entrepreneur,0.002216138403164227,0.015241530375713675,0.011299994659975707
full_non_sleep,ridge_alpha_3,num__Life_Satisfaction_Score,-0.010957945298374641,0.0022655918863689474,0.010957945298374641
full_non_sleep,ridge_alpha_3,cat__Country_Spain,-0.009243873671199847,0.007117451378854914,0.009243873671199847
full_non_sleep,ridge_alpha_3,cat__Marital_Status_Divorced,-0.009228275035570764,0.006471252706618564,0.009228275035570764
full_non_sleep,ridge_alpha_3,cat__Marital_Status_Married,0.009165961827656773,0.004502332764177732,0.009165961827656773
full_non_sleep,ridge_alpha_3,cat__Occupation_Chef,0.006778712014223131,0.015612323534632313,0.0085935421449671
full_non_sleep,ridge_alpha_3,num__Sugary_Drinks_Per_Week,-0.008451691430441947,0.0029195580809225647,0.008451691430441947
